Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2018,94518,20,38.9,0-17,Contra Costa
2018,94519,28,68.1,0-17,Contra Costa
2018,94520,62,54.5,0-17,Contra Costa
2018,94521,31,36.4,0-17,Contra Costa
2018,94523,25,39.3,0-17,Contra Costa
2018,94526,15,22,0-17,Contra Costa
2018,94530,35,77,0-17,Contra Costa
2018,94531,138,125.1,0-17,Contra Costa
2018,94533,228,124.6,0-17,Solano
2018,94534,53,57,0-17,Solano
2018,94536,72,39.9,0-17,Alameda
2018,94538,61,40.8,0-17,Alameda
2018,94539,31,25.8,0-17,Alameda
2018,94541,120,73.6,0-17,Alameda
2018,94542,18,69.9,0-17,Alameda
2018,94544,165,81.5,0-17,Alameda
2018,94545,76,104.4,0-17,Alameda
2018,94546,51,56.8,0-17,Alameda
2018,94547,38,72.4,0-17,Contra Costa
2018,94549,15,23.6,0-17,Contra Costa
2018,94550,32,28.1,0-17,Alameda
2018,94551,34,33.9,0-17,Alameda
2018,94553,45,48.8,0-17,Contra Costa
2018,94555,28,27.3,0-17,Alameda
2018,94558,74,52.7,0-17,Napa
2018,94559,34,50.7,0-17,Napa
2018,94560,49,42.4,0-17,Alameda
2018,94561,78,70.3,0-17,Contra Costa
2018,94563,12,38.6,0-17,Contra Costa
2018,94564,30,85.1,0-17,Contra Costa
2018,94565,300,118.8,0-17,Contra Costa
2018,94566,34,34.1,0-17,Alameda
2018,94568,47,29.3,0-17,Alameda
2018,94572,21,105.6,0-17,Contra Costa
2018,94577,63,60.5,0-17,Alameda
2018,94578,72,74,0-17,Alameda
2018,94579,28,67.8,0-17,Alameda
2018,94580,44,65.9,0-17,Alameda
2018,94582,30,22,0-17,Contra Costa
2018,94583,18,20.3,0-17,Contra Costa
2018,94585,79,106.3,0-17,Solano
2018,94587,100,59.8,0-17,Alameda
2018,94588,24,29.3,0-17,Alameda
2018,94589,134,191.6,0-17,Solano
2018,94590,157,184.8,0-17,Solano
2018,94591,96,82.8,0-17,Solano
2018,94597,22,50.9,0-17,Contra Costa
2018,94601,173,122,0-17,Alameda
2018,94602,58,91.5,0-17,Alameda
2018,94603,164,163.3,0-17,Alameda
2018,94605,156,165.7,0-17,Alameda
2018,94606,89,121.7,0-17,Alameda
2018,94607,80,149.5,0-17,Alameda
2018,94608,68,139,0-17,Alameda
2018,94609,40,123.2,0-17,Alameda
2018,94610,36,77.9,0-17,Alameda
2018,94611,15,21.7,0-17,Alameda
2018,94612,25,139.5,0-17,Alameda
2018,94619,47,94.8,0-17,Alameda
2018,94621,192,191.4,0-17,Alameda
2018,94702,29,101.1,0-17,Alameda
2018,94703,37,112.2,0-17,Alameda
2018,94706,20,45.3,0-17,Alameda
2018,94710,12,72.1,0-17,Alameda
2018,94801,159,168.5,0-17,Contra Costa
2018,94803,26,55.5,0-17,Contra Costa
2018,94804,146,141.5,0-17,Contra Costa
2018,94805,34,109.1,0-17,Contra Costa
2018,94806,173,112.3,0-17,Contra Costa
2018,94901,43,46.8,0-17,Marin
2018,94903,17,32.1,0-17,Marin
2018,94928,32,38.8,0-17,Sonoma
2018,94941,18,25.9,0-17,Marin
2018,94945,17,54.7,0-17,Marin
2018,94947,15,27.9,0-17,Marin
2018,94949,14,34.8,0-17,Marin
2018,94952,31,47.3,0-17,Sonoma
2018,94954,35,39.3,0-17,Sonoma
2018,95003,14,31.7,0-17,Santa Cruz
2018,95008,30,28.8,0-17,Santa Clara
2018,95012,20,57.9,0-17,Monterey
2018,95014,19,12,0-17,Santa Clara
2018,95019,18,71.7,0-17,Santa Cruz
2018,95020,73,40.4,0-17,Santa Clara
2018,95023,92,64.6,0-17,San Benito
2018,95035,33,18.2,0-17,Santa Clara
2018,95037,35,26.7,0-17,Santa Clara
2018,95050,21,25.2,0-17,Santa Clara
2018,95051,32,22,0-17,Santa Clara
2018,95054,26,52.7,0-17,Santa Clara
2018,95060,16,22.9,0-17,Santa Cruz
2018,95062,12,18.5,0-17,Santa Cruz
2018,95076,124,49.8,0-17,Santa Cruz
2018,95110,14,27.4,0-17,Santa Clara
2018,95111,80,45,0-17,Santa Clara
2018,95112,57,49.1,0-17,Santa Clara
2018,95116,105,67.4,0-17,Santa Clara
2018,95117,36,48.7,0-17,Santa Clara
2018,95118,36,45.3,0-17,Santa Clara
2018,95120,12,16.1,0-17,Santa Clara
2018,95121,34,36.8,0-17,Santa Clara
2018,95122,95,54.9,0-17,Santa Clara
2018,95123,55,34.1,0-17,Santa Clara
2018,95124,28,23.8,0-17,Santa Clara
2018,95125,27,21.1,0-17,Santa Clara
2018,95126,32,43.2,0-17,Santa Clara
2018,95127,95,57.6,0-17,Santa Clara
2018,95128,23,26.1,0-17,Santa Clara
2018,95129,20,22.8,0-17,Santa Clara
2018,95131,21,29.1,0-17,Santa Clara
2018,95132,35,38.5,0-17,Santa Clara
2018,95133,17,24.2,0-17,Santa Clara
2018,95134,16,25.7,0-17,Santa Clara
2018,95136,33,30.2,0-17,Santa Clara
2018,95138,13,25.4,0-17,Santa Clara
2018,95148,33,30.1,0-17,Santa Clara
2018,95202,23,148.7,0-17,San Joaquin
2018,95203,56,121.4,0-17,San Joaquin
2018,95204,48,72.1,0-17,San Joaquin
2018,95205,132,102,0-17,San Joaquin
2018,95206,196,93.3,0-17,San Joaquin
2018,95207,122,94.7,0-17,San Joaquin
2018,95209,70,64.7,0-17,San Joaquin
2018,95210,106,90.5,0-17,San Joaquin
2018,95212,37,44.6,0-17,San Joaquin
2018,95215,27,39.4,0-17,San Joaquin
2018,95219,44,63,0-17,San Joaquin
2018,95240,79,58.7,0-17,San Joaquin
2018,95242,32,52.9,0-17,San Joaquin
2018,95252,29,104.4,0-17,Calaveras
2018,95301,61,54.3,0-17,Merced
2018,95304,16,44.3,0-17,San Joaquin
2018,95307,90,69.8,0-17,Stanislaus
2018,95315,28,64.1,0-17,Merced
2018,95320,29,92.5,0-17,San Joaquin
2018,95322,26,98.4,0-17,Merced
2018,95324,14,78.2,0-17,Merced
2018,95330,49,72.5,0-17,San Joaquin
2018,95334,44,92.9,0-17,Merced
2018,95336,104,91.9,0-17,San Joaquin
2018,95337,66,61.2,0-17,San Joaquin
2018,95340,100,107.6,0-17,Merced
2018,95341,112,95.5,0-17,Merced
2018,95348,80,85.3,0-17,Merced
2018,95350,109,94.3,0-17,Stanislaus
2018,95351,116,78.4,0-17,Stanislaus
2018,95354,57,89.4,0-17,Stanislaus
2018,95355,92,64.4,0-17,Stanislaus
2018,95356,52,64.7,0-17,Stanislaus
2018,95357,17,50.4,0-17,Stanislaus
2018,95358,80,83.8,0-17,Stanislaus
2018,95360,25,67,0-17,Stanislaus
2018,95361,71,87.5,0-17,Stanislaus
2018,95363,58,74.1,0-17,Stanislaus
2018,95366,18,41.9,0-17,San Joaquin
2018,95367,66,93.2,0-17,Stanislaus
2018,95368,25,65.3,0-17,Stanislaus
2018,95370,27,59.6,0-17,Tuolumne
2018,95376,116,80.6,0-17,San Joaquin
2018,95377,41,40.1,0-17,San Joaquin
2018,95380,95,79.5,0-17,Stanislaus
2018,95382,34,38.2,0-17,Stanislaus
2018,95386,30,105.4,0-17,Stanislaus
2018,95388,24,52.8,0-17,Merced
2018,95391,25,44.7,0-17,San Joaquin
2018,95401,39,43.7,0-17,Sonoma
2018,95403,71,76.8,0-17,Sonoma
2018,95404,36,44.1,0-17,Sonoma
2018,95405,22,53.4,0-17,Sonoma
2018,95407,58,50.3,0-17,Sonoma
2018,95409,17,40.7,0-17,Sonoma
2018,95422,61,149.9,0-17,Lake
2018,95425,12,51.9,0-17,Sonoma
2018,95437,16,57.7,0-17,Mendocino
2018,95448,19,55.7,0-17,Sonoma
2018,95451,17,78.3,0-17,Lake
2018,95472,15,32.8,0-17,Sonoma
2018,95476,26,36.6,0-17,Sonoma
2018,95482,72,95,0-17,Mendocino
2018,95490,27,95.7,0-17,Mendocino
2018,95492,38,54.5,0-17,Sonoma
2018,95501,35,73.5,0-17,Humboldt
2018,95503,28,57.5,0-17,Humboldt
2018,95519,12,30.5,0-17,Humboldt
2018,95531,36,76.8,0-17,Del Norte
2018,95540,23,73.3,0-17,Humboldt
2018,95602,14,43.5,0-17,Placer
2018,95603,22,44.7,0-17,Placer
2018,95605,29,71.1,0-17,Yolo
2018,95608,94,84.2,0-17,Sacramento
2018,95610,69,66.7,0-17,Sacramento
2018,95616,21,37.6,0-17,Yolo
2018,95618,21,38.8,0-17,Yolo
2018,95620,45,81.6,0-17,Solano
2018,95621,50,55.3,0-17,Sacramento
2018,95624,64,38.5,0-17,Sacramento
2018,95628,27,37.1,0-17,Sacramento
2018,95630,42,23.3,0-17,Sacramento
2018,95632,26,31.7,0-17,Sacramento
2018,95648,34,26,0-17,Placer
2018,95660,90,102.9,0-17,Sacramento
2018,95661,33,49.5,0-17,Placer
2018,95662,21,32.2,0-17,Sacramento
2018,95667,27,39.4,0-17,El Dorado
2018,95670,98,74.7,0-17,Sacramento
2018,95673,37,93.3,0-17,Sacramento
2018,95677,27,50.9,0-17,Placer
2018,95678,54,51.4,0-17,Placer
2018,95682,21,31.7,0-17,El Dorado
2018,95687,105,77.8,0-17,Solano
2018,95688,94,106.1,0-17,Solano
2018,95691,79,77.3,0-17,Yolo
2018,95694,15,70.3,0-17,Yolo
2018,95695,50,53.8,0-17,Yolo
2018,95746,14,32.3,0-17,Placer
2018,95747,56,31.8,0-17,Placer
2018,95757,70,50.5,0-17,Sacramento
2018,95758,74,46.1,0-17,Sacramento
2018,95762,30,26.8,0-17,El Dorado
2018,95765,27,25.6,0-17,Placer
2018,95776,35,47.2,0-17,Yolo
2018,95815,131,192.5,0-17,Sacramento
2018,95817,42,148.8,0-17,Sacramento
2018,95818,41,93.2,0-17,Sacramento
2018,95819,16,50.7,0-17,Sacramento
2018,95820,80,84.4,0-17,Sacramento
2018,95821,95,131.8,0-17,Sacramento
2018,95822,116,105.1,0-17,Sacramento
2018,95823,280,121.5,0-17,Sacramento
2018,95824,88,91,0-17,Sacramento
2018,95825,114,191.9,0-17,Sacramento
2018,95826,70,97.3,0-17,Sacramento
2018,95827,31,60.6,0-17,Sacramento
2018,95828,138,86,0-17,Sacramento
2018,95829,33,41.8,0-17,Sacramento
2018,95831,42,54.5,0-17,Sacramento
2018,95832,42,108,0-17,Sacramento
2018,95833,84,84.6,0-17,Sacramento
2018,95834,72,91.6,0-17,Sacramento
2018,95835,71,64.5,0-17,Sacramento
2018,95838,141,117.1,0-17,Sacramento
2018,95841,67,134.9,0-17,Sacramento
2018,95842,99,109.5,0-17,Sacramento
2018,95843,74,57.4,0-17,Sacramento
2018,95864,28,57.8,0-17,Sacramento
2018,95901,48,53.7,0-17,Yuba
2018,95926,28,43.8,0-17,Butte
2018,95928,32,49.3,0-17,Butte
2018,95932,25,111.9,0-17,Colusa
2018,95945,12,27.1,0-17,Nevada
2018,95949,15,50.5,0-17,Nevada
2018,95953,18,59.5,0-17,Sutter
2018,95961,46,52,0-17,Yuba
2018,95963,14,32.8,0-17,Glenn
2018,95965,32,61.9,0-17,Butte
2018,95966,30,46.4,0-17,Butte
2018,95969,14,31.8,0-17,Butte
2018,95973,35,42.8,0-17,Butte
2018,95991,55,48.3,0-17,Sutter
2018,95993,22,25.6,0-17,Sutter
2018,96001,27,39.5,0-17,Shasta
2018,96002,42,53.9,0-17,Shasta
2018,96003,35,40.1,0-17,Shasta
2018,96007,28,55.1,0-17,Shasta
2018,96019,14,62.6,0-17,Shasta
2018,96021,42,90.8,0-17,Tehama
2018,96080,41,62.3,0-17,Tehama
2018,96097,12,57.7,0-17,Siskiyou
2018,96130,14,38,0-17,Lassen
2018,96150,12,20.2,0-17,El Dorado
2018,90001,215,54.4,18+,Los Angeles
2018,90002,232,65.7,18+,Los Angeles
2018,90003,393,81.5,18+,Los Angeles
2018,90004,162,30.4,18+,Los Angeles
2018,90005,54,14.5,18+,Los Angeles
2018,90006,130,28.1,18+,Los Angeles
2018,90007,94,33.2,18+,Los Angeles
2018,90008,209,85.5,18+,Los Angeles
2018,90011,290,41.1,18+,Los Angeles
2018,90012,73,21.6,18+,Los Angeles
2018,90013,106,70,18+,Los Angeles
2018,90014,30,34.6,18+,Los Angeles
2018,90015,52,24,18+,Los Angeles
2018,90016,226,59.4,18+,Los Angeles
2018,90017,67,30.7,18+,Los Angeles
2018,90018,232,58.8,18+,Los Angeles
2018,90019,247,47.5,18+,Los Angeles
2018,90020,92,27.4,18+,Los Angeles
2018,90021,16,47.4,18+,Los Angeles
2018,90022,188,39,18+,Los Angeles
2018,90023,159,46.1,18+,Los Angeles
2018,90024,47,14.3,18+,Los Angeles
2018,90025,55,15,18+,Los Angeles
2018,90026,151,25.2,18+,Los Angeles
2018,90027,131,33.2,18+,Los Angeles
2018,90028,114,39.5,18+,Los Angeles
2018,90029,123,39.6,18+,Los Angeles
2018,90031,85,26.5,18+,Los Angeles
2018,90032,147,41.6,18+,Los Angeles
2018,90033,201,56.4,18+,Los Angeles
2018,90034,113,24.5,18+,Los Angeles
2018,90035,57,23.4,18+,Los Angeles
2018,90036,53,17.8,18+,Los Angeles
2018,90037,307,68.5,18+,Los Angeles
2018,90038,72,27,18+,Los Angeles
2018,90039,58,23.8,18+,Los Angeles
2018,90040,34,38.3,18+,Los Angeles
2018,90041,73,29.5,18+,Los Angeles
2018,90042,149,30.1,18+,Los Angeles
2018,90043,270,76.2,18+,Los Angeles
2018,90044,534,79.4,18+,Los Angeles
2018,90045,40,11.1,18+,Los Angeles
2018,90046,83,18.6,18+,Los Angeles
2018,90047,321,84.8,18+,Los Angeles
2018,90048,39,21.4,18+,Los Angeles
2018,90049,27,9,18+,Los Angeles
2018,90056,31,63,18+,Los Angeles
2018,90057,166,48.8,18+,Los Angeles
2018,90058,28,125.3,18+,Los Angeles
2018,90059,289,95.1,18+,Los Angeles
2018,90061,220,105.7,18+,Los Angeles
2018,90062,123,48.6,18+,Los Angeles
2018,90063,155,38.7,18+,Los Angeles
2018,90064,49,23.8,18+,Los Angeles
2018,90065,134,37.1,18+,Los Angeles
2018,90066,71,15.7,18+,Los Angeles
2018,90068,29,14,18+,Los Angeles
2018,90069,24,18.5,18+,Los Angeles
2018,90201,234,32.9,18+,Los Angeles
2018,90210,16,8.4,18+,Los Angeles
2018,90211,19,23.6,18+,Los Angeles
2018,90212,40,40.5,18+,Los Angeles
2018,90220,269,75.1,18+,Los Angeles
2018,90221,230,58.5,18+,Los Angeles
2018,90222,199,81.8,18+,Los Angeles
2018,90230,59,22.9,18+,Los Angeles
2018,90232,46,33.1,18+,Los Angeles
2018,90240,82,40.6,18+,Los Angeles
2018,90241,104,31.2,18+,Los Angeles
2018,90242,102,31.4,18+,Los Angeles
2018,90245,14,10.1,18+,Los Angeles
2018,90247,243,69,18+,Los Angeles
2018,90248,36,42.3,18+,Los Angeles
2018,90249,102,48.5,18+,Los Angeles
2018,90250,307,41.7,18+,Los Angeles
2018,90255,245,48.8,18+,Los Angeles
2018,90260,94,35.1,18+,Los Angeles
2018,90262,233,47.4,18+,Los Angeles
2018,90266,20,7.5,18+,Los Angeles
2018,90270,55,27,18+,Los Angeles
2018,90274,26,13.1,18+,Los Angeles
2018,90275,40,12.7,18+,Los Angeles
2018,90277,42,14.7,18+,Los Angeles
2018,90278,61,18.1,18+,Los Angeles
2018,90280,195,29.2,18+,Los Angeles
2018,90291,69,29.9,18+,Los Angeles
2018,90292,33,14.1,18+,Los Angeles
2018,90301,159,54.6,18+,Los Angeles
2018,90302,141,59.4,18+,Los Angeles
2018,90303,116,63.3,18+,Los Angeles
2018,90304,71,32.8,18+,Los Angeles
2018,90305,79,77.2,18+,Los Angeles
2018,90401,36,51.6,18+,Los Angeles
2018,90402,15,15.3,18+,Los Angeles
2018,90403,52,23.6,18+,Los Angeles
2018,90404,115,61.8,18+,Los Angeles
2018,90405,59,27.6,18+,Los Angeles
2018,90501,105,29.8,18+,Los Angeles
2018,90502,33,20.7,18+,Los Angeles
2018,90503,58,16.2,18+,Los Angeles
2018,90504,54,21.1,18+,Los Angeles
2018,90505,51,18.9,18+,Los Angeles
2018,90601,73,30.9,18+,Los Angeles
2018,90602,94,46.3,18+,Los Angeles
2018,90603,40,26.2,18+,Los Angeles
2018,90604,123,37.8,18+,Los Angeles
2018,90605,107,34.5,18+,Los Angeles
2018,90606,86,32.6,18+,Los Angeles
2018,90620,85,23.3,18+,Orange
2018,90621,74,26.4,18+,Orange
2018,90623,29,23.5,18+,Orange
2018,90630,80,20.8,18+,Orange
2018,90631,101,18.5,18+,Orange
2018,90638,82,20.2,18+,Los Angeles
2018,90640,197,41.1,18+,Los Angeles
2018,90650,288,34.5,18+,Los Angeles
2018,90660,150,30.7,18+,Los Angeles
2018,90670,54,42.3,18+,Los Angeles
2018,90680,89,38.8,18+,Orange
2018,90701,35,24.7,18+,Los Angeles
2018,90703,93,22.4,18+,Los Angeles
2018,90704,20,69.8,18+,Los Angeles
2018,90706,235,38.4,18+,Los Angeles
2018,90710,70,34.7,18+,Los Angeles
2018,90712,76,32.6,18+,Los Angeles
2018,90713,34,16.5,18+,Los Angeles
2018,90715,59,36.1,18+,Los Angeles
2018,90716,41,38.6,18+,Los Angeles
2018,90717,53,30.3,18+,Los Angeles
2018,90720,26,15.6,18+,Orange
2018,90723,127,34.5,18+,Los Angeles
2018,90731,307,62.4,18+,Los Angeles
2018,90732,28,18.2,18+,Los Angeles
2018,90740,48,32.8,18+,Orange
2018,90744,170,43.9,18+,Los Angeles
2018,90745,206,45.4,18+,Los Angeles
2018,90746,156,82,18+,Los Angeles
2018,90755,24,26,18+,Los Angeles
2018,90802,110,32.4,18+,Los Angeles
2018,90803,36,11.3,18+,Los Angeles
2018,90804,150,49.1,18+,Los Angeles
2018,90805,349,49.6,18+,Los Angeles
2018,90806,198,59.2,18+,Los Angeles
2018,90807,82,32.8,18+,Los Angeles
2018,90808,42,14.6,18+,Los Angeles
2018,90810,110,39.3,18+,Los Angeles
2018,90813,315,72.4,18+,Los Angeles
2018,90814,23,13.6,18+,Los Angeles
2018,90815,47,13.5,18+,Los Angeles
2018,91001,69,28,18+,Los Angeles
2018,91006,29,11.6,18+,Los Angeles
2018,91007,35,16.1,18+,Los Angeles
2018,91010,60,29.5,18+,Los Angeles
2018,91011,15,12.4,18+,Los Angeles
2018,91016,77,23.7,18+,Los Angeles
2018,91030,28,13.4,18+,Los Angeles
2018,91040,61,34.5,18+,Los Angeles
2018,91042,44,19,18+,Los Angeles
2018,91101,30,16.9,18+,Los Angeles
2018,91103,78,33.9,18+,Los Angeles
2018,91104,59,21.6,18+,Los Angeles
2018,91105,18,14.5,18+,Los Angeles
2018,91106,21,9.2,18+,Los Angeles
2018,91107,39,15.8,18+,Los Angeles
2018,91201,26,13.8,18+,Los Angeles
2018,91202,31,18.5,18+,Los Angeles
2018,91203,36,23.2,18+,Los Angeles
2018,91204,55,36.2,18+,Los Angeles
2018,91205,91,28.4,18+,Los Angeles
2018,91206,81,28.7,18+,Los Angeles
2018,91208,52,43.7,18+,Los Angeles
2018,91214,43,19.3,18+,Los Angeles
2018,91301,22,10.3,18+,Los Angeles
2018,91302,38,19.4,18+,Los Angeles
2018,91303,149,69.1,18+,Los Angeles
2018,91304,155,41,18+,Los Angeles
2018,91306,133,36.2,18+,Los Angeles
2018,91307,55,28,18+,Los Angeles
2018,91311,117,38.8,18+,Los Angeles
2018,91316,106,50.8,18+,Los Angeles
2018,91320,58,19,18+,Ventura
2018,91321,62,21.1,18+,Los Angeles
2018,91324,85,34.6,18+,Los Angeles
2018,91325,115,39.6,18+,Los Angeles
2018,91326,56,20.6,18+,Los Angeles
2018,91331,396,52.3,18+,Los Angeles
2018,91335,302,49,18+,Los Angeles
2018,91340,134,48.6,18+,Los Angeles
2018,91342,284,39.4,18+,Los Angeles
2018,91343,285,58.6,18+,Los Angeles
2018,91344,109,25.5,18+,Los Angeles
2018,91345,63,41.5,18+,Los Angeles
2018,91350,49,16.2,18+,Los Angeles
2018,91351,87,35.5,18+,Los Angeles
2018,91352,142,36.7,18+,Los Angeles
2018,91354,26,12.3,18+,Los Angeles
2018,91355,49,17.8,18+,Los Angeles
2018,91356,87,38.9,18+,Los Angeles
2018,91360,65,20.2,18+,Ventura
2018,91361,18,9.1,18+,Ventura
2018,91362,42,14.9,18+,Ventura
2018,91364,46,21.5,18+,Los Angeles
2018,91367,92,25.6,18+,Los Angeles
2018,91381,24,19,18+,Los Angeles
2018,91384,45,19.5,18+,Los Angeles
2018,91387,84,25.8,18+,Los Angeles
2018,91390,32,20.2,18+,Los Angeles
2018,91401,133,39.5,18+,Los Angeles
2018,91402,296,57,18+,Los Angeles
2018,91403,62,32.5,18+,Los Angeles
2018,91405,296,78.6,18+,Los Angeles
2018,91406,223,53.3,18+,Los Angeles
2018,91411,76,38.7,18+,Los Angeles
2018,91423,51,22.7,18+,Los Angeles
2018,91436,21,17.3,18+,Los Angeles
2018,91501,38,20.1,18+,Los Angeles
2018,91502,18,18.3,18+,Los Angeles
2018,91504,40,18.9,18+,Los Angeles
2018,91505,68,26.5,18+,Los Angeles
2018,91506,29,18.5,18+,Los Angeles
2018,91601,148,44,18+,Los Angeles
2018,91602,21,15.1,18+,Los Angeles
2018,91604,40,17.3,18+,Los Angeles
2018,91605,223,50,18+,Los Angeles
2018,91606,156,44.6,18+,Los Angeles
2018,91607,45,17.8,18+,Los Angeles
2018,91701,59,18,18+,San Bernardino
2018,91702,238,52.1,18+,Los Angeles
2018,91706,264,47.2,18+,Los Angeles
2018,91708,12,17.2,18+,San Bernardino
2018,91709,89,15.6,18+,San Bernardino
2018,91710,157,24.4,18+,San Bernardino
2018,91711,55,22.5,18+,Los Angeles
2018,91722,161,58.5,18+,Los Angeles
2018,91723,96,59.7,18+,Los Angeles
2018,91724,69,33.8,18+,Los Angeles
2018,91730,169,31,18+,San Bernardino
2018,91731,68,29.1,18+,Los Angeles
2018,91732,183,40.3,18+,Los Angeles
2018,91733,114,35.3,18+,Los Angeles
2018,91737,32,17.7,18+,San Bernardino
2018,91739,68,23.5,18+,San Bernardino
2018,91740,65,31.8,18+,Los Angeles
2018,91741,51,23.7,18+,Los Angeles
2018,91744,294,47.8,18+,Los Angeles
2018,91745,99,22.4,18+,Los Angeles
2018,91746,73,30,18+,Los Angeles
2018,91748,75,21.1,18+,Los Angeles
2018,91750,58,21,18+,Los Angeles
2018,91752,63,22.9,18+,Riverside
2018,91754,62,23.4,18+,Los Angeles
2018,91755,43,16.7,18+,Los Angeles
2018,91761,140,28.9,18+,San Bernardino
2018,91762,160,37.8,18+,San Bernardino
2018,91763,132,43.6,18+,San Bernardino
2018,91764,196,46,18+,San Bernardino
2018,91765,55,15.7,18+,Los Angeles
2018,91766,250,44.2,18+,Los Angeles
2018,91767,221,59.5,18+,Los Angeles
2018,91768,138,56.8,18+,Los Angeles
2018,91770,134,26.8,18+,Los Angeles
2018,91773,90,31.5,18+,Los Angeles
2018,91775,20,11.4,18+,Los Angeles
2018,91776,81,23.2,18+,Los Angeles
2018,91780,47,16.6,18+,Los Angeles
2018,91784,28,14.8,18+,San Bernardino
2018,91786,176,40.7,18+,San Bernardino
2018,91789,57,17.8,18+,Los Angeles
2018,91790,143,38.1,18+,Los Angeles
2018,91791,80,30.2,18+,Los Angeles
2018,91792,90,40.1,18+,Los Angeles
2018,91801,103,22.6,18+,Los Angeles
2018,91803,84,34.5,18+,Los Angeles
2018,91901,14,11.7,18+,San Diego
2018,91902,23,17.7,18+,San Diego
2018,91910,212,34.9,18+,San Diego
2018,91911,229,35,18+,San Diego
2018,91913,66,19,18+,San Diego
2018,91914,12,10.7,18+,San Diego
2018,91915,19,9.3,18+,San Diego
2018,91932,76,35.3,18+,San Diego
2018,91935,12,15.3,18+,San Diego
2018,91941,54,23.7,18+,San Diego
2018,91942,88,27.4,18+,San Diego
2018,91945,73,37.2,18+,San Diego
2018,91950,234,54.1,18+,San Diego
2018,91977,203,44.3,18+,San Diego
2018,91978,17,22.9,18+,San Diego
2018,92008,30,11.6,18+,San Diego
2018,92009,22,6.3,18+,San Diego
2018,92010,15,15.1,18+,San Diego
2018,92011,13,7.9,18+,San Diego
2018,92014,12,12.3,18+,San Diego
2018,92019,54,15.1,18+,San Diego
2018,92020,168,36.2,18+,San Diego
2018,92021,188,36.1,18+,San Diego
2018,92024,51,12.9,18+,San Diego
2018,92025,86,23,18+,San Diego
2018,92026,73,17.8,18+,San Diego
2018,92027,86,19.9,18+,San Diego
2018,92028,66,19.9,18+,San Diego
2018,92029,20,12.8,18+,San Diego
2018,92037,25,6.1,18+,San Diego
2018,92040,72,23.1,18+,San Diego
2018,92054,69,17.6,18+,San Diego
2018,92056,67,15.8,18+,San Diego
2018,92057,73,16.9,18+,San Diego
2018,92058,58,26.4,18+,San Diego
2018,92064,53,14.6,18+,San Diego
2018,92065,57,20.6,18+,San Diego
2018,92069,63,15.7,18+,San Diego
2018,92071,93,21.4,18+,San Diego
2018,92078,42,12.2,18+,San Diego
2018,92081,37,17,18+,San Diego
2018,92082,19,12.9,18+,San Diego
2018,92083,76,24.1,18+,San Diego
2018,92084,61,15.9,18+,San Diego
2018,92101,167,42.6,18+,San Diego
2018,92102,128,37.5,18+,San Diego
2018,92103,72,25.9,18+,San Diego
2018,92104,85,21.2,18+,San Diego
2018,92105,206,39.4,18+,San Diego
2018,92106,13,7.4,18+,San Diego
2018,92107,42,18.6,18+,San Diego
2018,92108,36,22.4,18+,San Diego
2018,92109,48,12.5,18+,San Diego
2018,92110,40,18.6,18+,San Diego
2018,92111,90,22.9,18+,San Diego
2018,92113,220,60.2,18+,San Diego
2018,92114,268,54.3,18+,San Diego
2018,92115,122,26.3,18+,San Diego
2018,92116,56,19.4,18+,San Diego
2018,92117,69,17.6,18+,San Diego
2018,92118,20,9.5,18+,San Diego
2018,92119,34,20.2,18+,San Diego
2018,92120,72,31.8,18+,San Diego
2018,92122,44,9.9,18+,San Diego
2018,92123,54,24.3,18+,San Diego
2018,92124,42,20.6,18+,San Diego
2018,92126,100,17.6,18+,San Diego
2018,92127,35,10.1,18+,San Diego
2018,92128,54,11.9,18+,San Diego
2018,92129,53,12.9,18+,San Diego
2018,92130,28,7.4,18+,San Diego
2018,92131,17,7.2,18+,San Diego
2018,92139,89,32.8,18+,San Diego
2018,92154,150,22.8,18+,San Diego
2018,92173,63,29.6,18+,San Diego
2018,92201,171,36.5,18+,Riverside
2018,92203,35,15.3,18+,Riverside
2018,92211,28,22.6,18+,Riverside
2018,92220,133,62.5,18+,Riverside
2018,92223,115,30,18+,Riverside
2018,92225,69,37.2,18+,Riverside
2018,92227,133,73.1,18+,Imperial
2018,92230,26,118.3,18+,Riverside
2018,92231,61,20.3,18+,Imperial
2018,92233,14,22.3,18+,Imperial
2018,92234,97,25.7,18+,Riverside
2018,92236,116,38.6,18+,Riverside
2018,92240,122,46.3,18+,Riverside
2018,92241,17,26.9,18+,Riverside
2018,92243,190,48.7,18+,Imperial
2018,92249,15,28.7,18+,Imperial
2018,92250,25,41.1,18+,Imperial
2018,92251,74,50.5,18+,Imperial
2018,92252,46,77.7,18+,San Bernardino
2018,92253,42,18.5,18+,Riverside
2018,92254,12,12.1,18+,Riverside
2018,92257,12,73.1,18+,Imperial
2018,92260,32,17.6,18+,Riverside
2018,92262,55,25.2,18+,Riverside
2018,92264,30,33.9,18+,Riverside
2018,92270,13,8.8,18+,Riverside
2018,92274,34,15.2,18+,Riverside
2018,92276,18,35.1,18+,Riverside
2018,92277,59,30.1,18+,San Bernardino
2018,92284,97,52.7,18+,San Bernardino
2018,92301,183,76,18+,San Bernardino
2018,92307,186,67.2,18+,San Bernardino
2018,92308,131,46.3,18+,San Bernardino
